country_txt,provstate,city,success,nkill,nkillter,nwound,nperpcap,nhostkid,date,weekday,ChefedeGovernoMilitar,eleicaonacionaldireta,CidadeOuCapital,TimeDifference_city_event,TimeDifference_country_event,TimeDifference_province_event,feriado_oucomemo,SP.POP.GROW,popgrow_higher_than_latam,country_population,tamanho_pais,tempo_rel_ultimo_atk_city_ano,ataque_ult_ano_provincia,ataque_ult_ano_pais
Brazil,acre,rio branco,0,0,,0,,,1986-10-13 00:00:00,Monday,0,0,0,6129,901,6129,0,2.06946636025339,1,139643355,mais de 30mi,10 anos ou mais,0,0
Brazil,acre,rio branco,0,1,,0,,,1991-09-17 00:00:00,Tuesday,0,0,0,1800,4,1800,0,1.7300615647074,0,153336445,mais de 30mi,2 a 9 anos,0,0
El Salvador,ahuachapan,ahuachapan,0,1,,0,,,1980-05-05 00:00:00,Monday,1,0,0,3777,5,3777,0,1.69878206722071,0,4508992,menor ou igual a 8mi,10 anos ou mais,0,0
El Salvador,ahuachapan,ahuachapan,0,0,,0,,,1987-04-10 00:00:00,Friday,0,0,0,2531,1,2531,0,1.92100179537841,0,5067200,menor ou igual a 8mi,2 a 9 anos,0,1
El Salvador,ahuachapan,ahuachapan,0,0,,0,,,1988-05-04 00:00:00,Wednesday,0,0,0,390,1,390,0,2.01693944797354,1,5170440,menor ou igual a 8mi,2 a 9 anos,0,1
El Salvador,ahuachapan,atiquizaya,0,0,,0,,,1988-10-03 00:00:00,Monday,0,0,0,6850,14,152,0,2.01693944797354,1,5170440,menor ou igual a 8mi,10 anos ou mais,0,0
El Salvador,ahuachapan,ahuachapan,0,0,,0,,,1988-12-04 00:00:00,Sunday,0,0,0,214,4,62,0,2.01693944797354,1,5170440,menor ou igual a 8mi,1 ano ou menos,0,0
El Salvador,ahuachapan,el refugio,0,0,,0,,,1991-09-03 00:00:00,Tuesday,0,0,0,7915,8,1003,0,1.73422966487922,0,5461070,menor ou igual a 8mi,10 anos ou mais,0,0
Brazil,alagoas,maceio,0,2,,0,,,1991-10-09 00:00:00,Wednesday,0,0,1,7951,2,7951,0,1.7300615647074,0,153336445,mais de 30mi,10 anos ou mais,0,0
Costa Rica,alajuela,alajuela,0,0,,0,,,1977-04-11 00:00:00,Monday,0,0,0,2657,154,2657,1,2.6445292256157,1,2225630,menor ou igual a 8mi,2 a 9 anos,0,0
Costa Rica,alajuela,los chiles,0,0,,0,,,1978-11-09 00:00:00,Thursday,0,1,0,3234,499,577,0,2.68554030631481,1,2286210,menor ou igual a 8mi,2 a 9 anos,0,0
Costa Rica,alajuela,quesada,1,0,,0,,,1985-01-11 00:00:00,Friday,0,0,0,5489,169,2255,0,2.75319653423939,1,2771463,menor ou igual a 8mi,10 anos ou mais,0,0
Guatemala,alta verapaz,candelaria,0,1,,0,,,1979-01-26 00:00:00,Friday,1,0,0,3312,1,3312,0,2.38916672626313,1,6720582,menor ou igual a 8mi,10 anos ou mais,0,1
Guatemala,alta verapaz,rubelsanto,0,4,,2,,,1980-04-23 00:00:00,Wednesday,1,0,0,3765,0,453,0,2.49465435437886,1,6890346,menor ou igual a 8mi,10 anos ou mais,0,1
Guatemala,alta verapaz,yalpemech,1,3,3,0,,,1981-06-05 00:00:00,Friday,1,0,0,4173,3,408,0,2.59069154291441,1,7071186,menor ou igual a 8mi,10 anos ou mais,0,0
Guatemala,alta verapaz,santa cruz verapaz,0,2,,1,,,1981-07-14 00:00:00,Tuesday,1,0,0,4212,0,39,0,2.59069154291441,1,7071186,menor ou igual a 8mi,10 anos ou mais,0,1
Guatemala,alta verapaz,san juan chamelco,0,,,,,,1982-01-18 00:00:00,Monday,1,0,0,4400,3,188,0,2.67176606345182,1,7262658,menor ou igual a 8mi,10 anos ou mais,0,0
Guatemala,alta verapaz,tactic,0,2,,3,,,1982-01-18 00:00:00,Monday,1,0,0,4400,0,0,0,2.67176606345182,1,7262658,menor ou igual a 8mi,10 anos ou mais,1,1
Guatemala,alta verapaz,coban,0,4,,0,,,1982-03-17 00:00:00,Wednesday,1,0,0,4458,0,58,0,2.67176606345182,1,7262658,menor ou igual a 8mi,10 anos ou mais,0,1
Guatemala,alta verapaz,coban,1,,,,,,1983-01-31 00:00:00,Monday,1,0,0,320,11,320,0,2.71559914034248,1,7462585,menor ou igual a 8mi,1 ano ou menos,0,0
Guatemala,alta verapaz,fray bartolome de las casas .,0,0,,0,,,1991-01-23 00:00:00,Wednesday,0,0,0,7692,5,2914,0,2.68942960064747,1,9296814,entre 8mi e 20mi,10 anos ou mais,0,0
Guatemala,alta verapaz,san cristobal verapaz,0,0,,2,,,1994-03-31 00:00:00,Thursday,0,0,0,8855,19,1163,1,2.49055887242206,1,10037522,entre 8mi e 20mi,10 anos ou mais,0,0
Guatemala,alta verapaz,san cristobal verapaz,1,0,,1,,,1995-06-12 00:00:00,Monday,0,1,0,438,5,438,0,2.45298879260223,1,10286786,entre 8mi e 20mi,2 a 9 anos,0,0
Guatemala,alta verapaz,coban,0,0,,0,,,1996-02-28 00:00:00,Wednesday,0,0,0,4776,24,261,0,2.40272092118981,1,10536942,entre 8mi e 20mi,10 anos ou mais,0,0
Guatemala,alta verapaz,coban,1,0,,1,,,1996-02-29 00:00:00,Thursday,0,0,0,1,1,1,0,2.40272092118981,1,10536942,entre 8mi e 20mi,1 ano ou menos,1,1
Guatemala,alta verapaz,cubilhuitz,0,0,0,0,0,,2020-08-16 00:00:00,Sunday,0,0,0,18490,726,8935,0,1.51998785357799,1,16858333,entre 8mi e 20mi,10 anos ou mais,0,0
Paraguay,amambay,chinguelo,0,0,0,0,0,2,2014-08-06 00:00:00,Wednesday,0,0,0,16288,99,16288,0,1.40654396942745,1,6090721,menor ou igual a 8mi,10 anos ou mais,0,0
Paraguay,amambay,bella vista norte,0,,0,,0,2,2020-09-09 00:00:00,Wednesday,0,0,0,18514,625,2226,0,1.34872957032065,1,6618695,menor ou igual a 8mi,10 anos ou mais,0,0
Peru,amazonas,bagua grande,0,0,,0,,,1982-08-17 00:00:00,Tuesday,0,0,0,4611,4,4611,0,2.43508579524966,1,18374372,entre 8mi e 20mi,10 anos ou mais,0,0
Peru,amazonas,balcon,0,3,,0,,,1987-01-30 00:00:00,Friday,0,0,0,6238,3,1627,0,2.26489768953194,1,20671360,entre 20mi e 30mi,10 anos ou mais,0,0
Colombia,amazonas,puerto narino,0,0,,0,,,1988-03-06 00:00:00,Sunday,0,0,0,6639,0,401,0,2.11350051754997,1,31256727,mais de 30mi,10 anos ou mais,0,1
Peru,amazonas,balcon,0,68,,0,,,1988-11-22 00:00:00,Tuesday,0,0,0,662,1,261,0,2.25975036452914,1,21143799,entre 20mi e 30mi,2 a 9 anos,0,1
Colombia,amazonas,puerto narino,0,0,,0,,,1990-10-23 00:00:00,Tuesday,0,1,0,7600,10,700,0,2.10245993310484,1,32601393,mais de 30mi,10 anos ou mais,0,0
Colombia,amazonas,puerto elvira,0,11,,0,,,1992-08-11 00:00:00,Tuesday,0,0,0,8258,9,658,0,1.98308677402728,1,33939039,mais de 30mi,10 anos ou mais,0,0
Peru,amazonas,limabamba,0,0,,0,,,1997-08-10 00:00:00,Sunday,0,0,0,10083,73,1825,0,1.82243949325095,1,25365386,entre 20mi e 30mi,10 anos ou mais,0,0
Peru,amazonas,azul de magdalena,0,8,0,0,0,,1999-06-13 00:00:00,Sunday,0,0,0,10755,309,672,0,1.6670604009319,1,26252239,entre 20mi e 30mi,10 anos ou mais,0,0
Peru,ancash,huaraz,0,0,,2,,,1980-08-25 00:00:00,Monday,0,1,0,3889,28,3889,0,2.50780755368984,1,17492406,entre 8mi e 20mi,10 anos ou mais,0,0
Peru,ancash,chimbote,0,,,,,,1981-05-03 00:00:00,Sunday,0,0,0,4140,8,251,0,2.48391657997361,1,17932344,entre 8mi e 20mi,10 anos ou mais,0,0
Peru,ancash,chimbote,0,,,,,,1982-03-26 00:00:00,Friday,0,0,0,327,2,327,0,2.43508579524966,1,18374372,entre 8mi e 20mi,1 ano ou menos,0,0
Peru,ancash,san martin de paras,0,,,,,4,1982-07-08 00:00:00,Thursday,0,0,0,4571,36,104,0,2.43508579524966,1,18374372,entre 8mi e 20mi,10 anos ou mais,0,0
Peru,ancash,casma,0,3,,0,,,1982-12-18 00:00:00,Saturday,0,0,0,4734,3,163,0,2.43508579524966,1,18374372,entre 8mi e 20mi,10 anos ou mais,0,0
Peru,ancash,huaraz,0,0,,0,,,1983-01-24 00:00:00,Monday,0,0,0,882,1,37,0,2.4330149256554,1,18826906,entre 8mi e 20mi,2 a 9 anos,0,1
Peru,ancash,ocros,0,18,,0,,,1983-04-21 00:00:00,Thursday,0,0,0,4858,0,87,0,2.4330149256554,1,18826906,entre 8mi e 20mi,10 anos ou mais,0,1
Peru,ancash,san martin de paras,0,8,,0,,,1983-05-04 00:00:00,Wednesday,0,0,0,300,9,13,0,2.4330149256554,1,18826906,entre 8mi e 20mi,1 ano ou menos,0,0
Peru,ancash,huaraz,0,0,,0,,,1983-06-02 00:00:00,Thursday,0,0,0,129,0,29,0,2.4330149256554,1,18826906,entre 8mi e 20mi,1 ano ou menos,0,1
Peru,ancash,ocros,0,14,,0,,,1983-06-13 00:00:00,Monday,0,0,0,53,1,11,0,2.4330149256554,1,18826906,entre 8mi e 20mi,1 ano ou menos,0,1
Peru,ancash,paucas,0,12,,5,,,1983-10-16 00:00:00,Sunday,0,0,0,5036,0,125,0,2.4330149256554,1,18826906,entre 8mi e 20mi,10 anos ou mais,0,1
Peru,ancash,ocros,0,15,,0,,,1984-01-17 00:00:00,Tuesday,0,0,0,5129,16,93,0,2.40740717354434,1,19285646,entre 8mi e 20mi,10 anos ou mais,0,0
Peru,ancash,huarco,0,27,,0,,,1984-02-08 00:00:00,Wednesday,0,0,0,5151,7,22,0,2.40740717354434,1,19285646,entre 8mi e 20mi,10 anos ou mais,0,0
Peru,ancash,pampacancha,0,40,,14,,,1984-08-27 00:00:00,Monday,0,0,0,5352,2,201,0,2.40740717354434,1,19285646,entre 8mi e 20mi,10 anos ou mais,0,0
Peru,ancash,moro,0,5,,14,,,1984-10-07 00:00:00,Sunday,0,0,0,5393,6,41,0,2.40740717354434,1,19285646,entre 8mi e 20mi,10 anos ou mais,0,0
Peru,ancash,vicos,0,4,,0,,,1985-08-01 00:00:00,Thursday,0,1,0,5691,0,298,0,2.3620742408617,1,19746610,entre 8mi e 20mi,10 anos ou mais,0,1
Peru,ancash,chimbote,0,0,,0,,,1985-09-18 00:00:00,Wednesday,0,1,0,1272,5,48,0,2.3620742408617,1,19746610,entre 8mi e 20mi,2 a 9 anos,0,0
Peru,ancash,pacllon,0,4,,0,,,1985-12-29 00:00:00,Sunday,0,1,0,5841,1,102,0,2.3620742408617,1,19746610,entre 8mi e 20mi,10 anos ou mais,0,1
Peru,ancash,ocros,0,8,,0,,,1986-01-12 00:00:00,Sunday,0,0,0,944,1,14,0,2.31183594285629,1,20208437,entre 20mi e 30mi,2 a 9 anos,0,1
Peru,ancash,huaraz,0,5,,0,,,1986-01-13 00:00:00,Monday,0,0,0,956,1,1,0,2.31183594285629,1,20208437,entre 20mi e 30mi,2 a 9 anos,1,1
Peru,ancash,chimbote,0,0,,0,,,1986-01-20 00:00:00,Monday,0,0,0,124,0,7,0,2.31183594285629,1,20208437,entre 20mi e 30mi,1 ano ou menos,0,1
Peru,ancash,canis,0,,,,,,1986-05-29 00:00:00,Thursday,0,0,0,5992,2,129,0,2.31183594285629,1,20208437,entre 20mi e 30mi,10 anos ou mais,0,0
Peru,ancash,carhuajara,0,,,,,,1986-05-29 00:00:00,Thursday,0,0,0,5992,0,0,0,2.31183594285629,1,20208437,entre 20mi e 30mi,10 anos ou mais,1,1
Peru,ancash,gorgorillo,0,,,,,,1986-05-29 00:00:00,Thursday,0,0,0,5992,0,0,0,2.31183594285629,1,20208437,entre 20mi e 30mi,10 anos ou mais,1,1
Peru,ancash,tauca,1,0,,1,,,1986-09-07 00:00:00,Sunday,0,0,0,6093,9,101,0,2.31183594285629,1,20208437,entre 20mi e 30mi,10 anos ou mais,0,0
Peru,ancash,chimbote,0,,,,,,1987-01-04 00:00:00,Sunday,0,0,0,349,3,119,0,2.26489768953194,1,20671360,entre 20mi e 30mi,1 ano ou menos,0,0
Peru,ancash,chimbote,0,0,,0,,,1987-05-20 00:00:00,Wednesday,0,0,0,136,1,136,0,2.26489768953194,1,20671360,entre 20mi e 30mi,1 ano ou menos,0,1
Peru,ancash,chimbote,1,0,,0,,,1987-05-20 00:00:00,Wednesday,0,0,0,0,0,0,0,2.26489768953194,1,20671360,entre 20mi e 30mi,1 ano ou menos,1,1
Peru,ancash,huaripampa,0,0,,0,,,1987-05-22 00:00:00,Friday,0,0,0,6350,0,2,0,2.26489768953194,1,20671360,entre 20mi e 30mi,10 anos ou mais,0,1
Peru,ancash,ocros,0,0,,0,,,1987-08-05 00:00:00,Wednesday,0,0,0,570,3,75,0,2.26489768953194,1,20671360,entre 20mi e 30mi,2 a 9 anos,0,0
Peru,ancash,chimbote,0,0,,0,,,1987-08-09 00:00:00,Sunday,0,0,0,81,1,4,0,2.26489768953194,1,20671360,entre 20mi e 30mi,1 ano ou menos,0,1
Peru,ancash,chimbote,0,0,,0,,,1987-09-29 00:00:00,Tuesday,0,0,0,51,1,51,0,2.26489768953194,1,20671360,entre 20mi e 30mi,1 ano ou menos,0,1
Peru,ancash,chimbote,1,1,1,0,,,1987-09-29 00:00:00,Tuesday,0,0,0,0,0,0,0,2.26489768953194,1,20671360,entre 20mi e 30mi,1 ano ou menos,1,1
Peru,ancash,chincay,0,9,,0,,,1987-11-19 00:00:00,Thursday,0,0,0,6531,1,51,0,2.26489768953194,1,20671360,entre 20mi e 30mi,10 anos ou mais,0,1
Peru,ancash,colcabamba,0,0,,0,,,1988-01-01 00:00:00,Friday,0,0,0,6574,9,43,1,2.25975036452914,1,21143799,entre 20mi e 30mi,10 anos ou mais,0,0
Peru,ancash,huaraz,0,0,,0,,,1988-02-21 00:00:00,Sunday,0,0,0,769,0,51,0,2.25975036452914,1,21143799,entre 20mi e 30mi,2 a 9 anos,0,1
Peru,ancash,chincay,0,1,,0,,,1988-07-14 00:00:00,Thursday,0,0,0,238,1,144,0,2.25975036452914,1,21143799,entre 20mi e 30mi,1 ano ou menos,0,1
Peru,ancash,chincay,0,0,,0,,,1988-07-19 00:00:00,Tuesday,0,0,0,5,1,5,0,2.25975036452914,1,21143799,entre 20mi e 30mi,1 ano ou menos,0,1
Peru,ancash,chincay,0,7,,0,,,1988-11-14 00:00:00,Monday,0,0,0,118,3,118,0,2.25975036452914,1,21143799,entre 20mi e 30mi,1 ano ou menos,0,0
Peru,ancash,huaraz,0,4,,0,,,1989-01-11 00:00:00,Wednesday,0,0,0,325,0,58,0,2.24715200247878,1,21624311,entre 20mi e 30mi,1 ano ou menos,0,1
Peru,ancash,quiches,0,11,,0,,,1989-02-17 00:00:00,Friday,0,0,0,6987,0,37,0,2.24715200247878,1,21624311,entre 20mi e 30mi,10 anos ou mais,0,1
Peru,ancash,huaraz,0,0,,0,,,1989-05-01 00:00:00,Monday,0,0,0,110,6,73,1,2.24715200247878,1,21624311,entre 20mi e 30mi,1 ano ou menos,0,0
Peru,ancash,aija,0,2,,4,,1,1989-06-02 00:00:00,Friday,0,0,0,7092,2,32,0,2.24715200247878,1,21624311,entre 20mi e 30mi,10 anos ou mais,0,0
Peru,ancash,huaripampa,0,3,,0,,,1989-06-16 00:00:00,Friday,0,0,0,756,1,14,0,2.24715200247878,1,21624311,entre 20mi e 30mi,2 a 9 anos,0,1
Peru,ancash,ocros,0,1,,0,,,1989-09-16 00:00:00,Saturday,0,0,0,773,1,92,0,2.24715200247878,1,21624311,entre 20mi e 30mi,2 a 9 anos,0,1
Peru,ancash,huaraz,0,0,,0,,4,1989-11-17 00:00:00,Friday,0,0,0,200,3,62,0,2.24715200247878,1,21624311,entre 20mi e 30mi,1 ano ou menos,0,0
Peru,ancash,huaraz,0,0,,0,,,1989-12-01 00:00:00,Friday,0,0,0,14,0,14,0,2.24715200247878,1,21624311,entre 20mi e 30mi,1 ano ou menos,0,1
Peru,ancash,huantar,0,1,,0,,,1990-01-29 00:00:00,Monday,0,1,0,7333,1,59,0,2.21710522088361,1,22109099,entre 20mi e 30mi,10 anos ou mais,0,1
Peru,ancash,chincay,0,3,,0,,,1990-03-21 00:00:00,Wednesday,0,1,0,492,2,51,0,2.21710522088361,1,22109099,entre 20mi e 30mi,2 a 9 anos,0,0
Peru,ancash,chimbote,0,0,,0,,,1990-03-27 00:00:00,Tuesday,0,1,0,910,0,6,0,2.21710522088361,1,22109099,entre 20mi e 30mi,2 a 9 anos,0,1
Peru,ancash,chimbote,0,0,,0,,,1990-03-27 00:00:00,Tuesday,0,1,0,0,0,0,0,2.21710522088361,1,22109099,entre 20mi e 30mi,1 ano ou menos,1,1
Peru,ancash,aija,0,0,,0,,,1990-03-28 00:00:00,Wednesday,0,1,0,299,1,1,0,2.21710522088361,1,22109099,entre 20mi e 30mi,1 ano ou menos,1,1
Peru,ancash,huaraz,0,2,,0,,,1990-03-31 00:00:00,Saturday,0,1,0,120,1,3,0,2.21710522088361,1,22109099,entre 20mi e 30mi,1 ano ou menos,0,1
Peru,ancash,recresh,0,0,,0,,,1990-05-06 00:00:00,Sunday,0,1,0,7430,0,36,0,2.21710522088361,1,22109099,entre 20mi e 30mi,10 anos ou mais,0,1
Peru,ancash,san marcos,0,1,,0,,,1990-07-19 00:00:00,Thursday,0,1,0,120,0,74,0,2.21710522088361,1,22109099,entre 20mi e 30mi,1 ano ou menos,0,1
Peru,ancash,huasta,0,3,,0,,,1990-08-13 00:00:00,Monday,0,1,0,7529,0,25,0,2.21710522088361,1,22109099,entre 20mi e 30mi,10 anos ou mais,0,1
Peru,ancash,huaraz,0,1,,0,,,1990-10-22 00:00:00,Monday,0,1,0,205,0,70,0,2.21710522088361,1,22109099,entre 20mi e 30mi,1 ano ou menos,0,1
Peru,ancash,concuchos,0,3,,0,,,1991-05-17 00:00:00,Friday,0,0,0,7806,6,207,0,2.12084332741883,1,22583006,entre 20mi e 30mi,10 anos ou mais,0,0
Peru,ancash,pariacoto,0,2,,0,,,1991-08-10 00:00:00,Saturday,0,0,0,7891,0,85,0,2.12084332741883,1,22583006,entre 20mi e 30mi,10 anos ou mais,0,1
Peru,ancash,pariacoto,0,1,,0,,,1991-08-10 00:00:00,Saturday,0,0,0,0,0,0,0,2.12084332741883,1,22583006,entre 20mi e 30mi,1 ano ou menos,1,1
Peru,ancash,yanas,0,11,,0,,,1991-09-20 00:00:00,Friday,0,0,0,7932,3,41,0,2.12084332741883,1,22583006,entre 20mi e 30mi,10 anos ou mais,0,0
Peru,ancash,catac,0,2,,0,,,1991-10-21 00:00:00,Monday,0,0,0,7963,2,31,0,2.12084332741883,1,22583006,entre 20mi e 30mi,10 anos ou mais,0,0
Peru,ancash,paria,0,3,,0,,,1994-01-04 00:00:00,Tuesday,0,0,0,8769,371,806,0,1.97650334441666,1,23983258,entre 20mi e 30mi,10 anos ou mais,0,0
Peru,ancash,chimbote,1,0,,0,,,1994-05-06 00:00:00,Friday,0,0,0,1501,2,122,0,1.97650334441666,1,23983258,entre 20mi e 30mi,2 a 9 anos,0,0
Peru,ancash,huaraz,1,0,,0,,,1994-06-06 00:00:00,Monday,0,0,0,1323,11,31,0,1.97650334441666,1,23983258,entre 20mi e 30mi,2 a 9 anos,0,0
Colombia,antioquia,el bagre,0,,,,,2,1973-01-08 00:00:00,Monday,0,0,0,1103,2,1103,1,2.24987502569652,0,22396318,entre 20mi e 30mi,2 a 9 anos,0,0
Colombia,antioquia,envigado,1,0,,2,,,1976-02-16 00:00:00,Monday,0,0,0,2237,17,1134,0,2.15268736522222,0,23913002,entre 20mi e 30mi,2 a 9 anos,0,0
Colombia,antioquia,uraba,0,0,,0,,1,1977-10-09 00:00:00,Sunday,0,0,0,2838,1,601,0,2.19594319499091,0,24443926,entre 20mi e 30mi,2 a 9 anos,0,1
Colombia,antioquia,medellin,0,0,0,0,,,1977-10-28 00:00:00,Friday,0,0,1,2857,0,19,0,2.19594319499091,0,24443926,entre 20mi e 30mi,2 a 9 anos,0,1
Colombia,antioquia,medellin,0,0,,0,,,1978-01-02 00:00:00,Monday,0,1,1,66,0,66,0,2.26383747547542,0,25003608,entre 20mi e 30mi,1 ano ou menos,0,1
Colombia,antioquia,medellin,0,0,,0,,10,1978-01-19 00:00:00,Thursday,0,1,1,17,7,17,0,2.26383747547542,0,25003608,entre 20mi e 30mi,1 ano ou menos,0,0
Colombia,antioquia,medellin,0,0,,0,,1,1978-02-17 00:00:00,Friday,0,1,1,29,0,29,0,2.26383747547542,0,25003608,entre 20mi e 30mi,1 ano ou menos,0,1
Colombia,antioquia,mutata,0,0,,0,,2,1978-05-19 00:00:00,Friday,0,1,0,3060,14,91,0,2.26383747547542,0,25003608,entre 20mi e 30mi,2 a 9 anos,0,0
Colombia,antioquia,medellin,0,0,,4,,,1978-05-30 00:00:00,Tuesday,0,1,1,102,0,11,0,2.26383747547542,0,25003608,entre 20mi e 30mi,1 ano ou menos,0,1
Colombia,antioquia,rio negro,0,,,,,1,1978-11-25 00:00:00,Saturday,0,1,0,3250,2,179,0,2.26383747547542,0,25003608,entre 20mi e 30mi,2 a 9 anos,0,0
Colombia,antioquia,medellin,0,0,,0,,,1979-02-01 00:00:00,Thursday,0,0,1,247,2,68,0,2.27641953563408,0,25579323,entre 20mi e 30mi,1 ano ou menos,0,0
Colombia,antioquia,copacabana,1,3,3,0,,,1979-07-13 00:00:00,Friday,0,0,0,3480,25,162,0,2.27641953563408,0,25579323,entre 20mi e 30mi,10 anos ou mais,0,0
Colombia,antioquia,medellin,0,0,,0,,,1979-08-14 00:00:00,Tuesday,0,0,1,194,4,32,0,2.27641953563408,0,25579323,entre 20mi e 30mi,1 ano ou menos,0,0
Colombia,antioquia,medellin,0,0,,0,,,1979-08-14 00:00:00,Tuesday,0,0,1,0,0,0,0,2.27641953563408,0,25579323,entre 20mi e 30mi,1 ano ou menos,1,1
Colombia,antioquia,medellin,0,0,,0,,,1979-09-21 00:00:00,Friday,0,0,1,38,7,38,0,2.27641953563408,0,25579323,entre 20mi e 30mi,1 ano ou menos,0,0
Colombia,antioquia,medellin,0,0,,0,,,1979-09-21 00:00:00,Friday,0,0,1,0,0,0,0,2.27641953563408,0,25579323,entre 20mi e 30mi,1 ano ou menos,1,1
Colombia,antioquia,medellin,0,3,,0,,,1979-11-02 00:00:00,Friday,0,0,1,42,26,42,0,2.27641953563408,0,25579323,entre 20mi e 30mi,1 ano ou menos,0,0
Colombia,antioquia,la verde,0,2,,0,,,1979-11-27 00:00:00,Tuesday,0,0,0,3617,10,25,0,2.27641953563408,0,25579323,entre 20mi e 30mi,10 anos ou mais,0,0
Colombia,antioquia,medellin,0,0,,0,,,1980-02-29 00:00:00,Friday,0,0,1,119,2,94,0,2.30660801533035,1,26176195,entre 20mi e 30mi,1 ano ou menos,0,0
Colombia,antioquia,medellin,0,1,,0,,,1980-05-02 00:00:00,Friday,0,0,1,63,1,63,0,2.30660801533035,1,26176195,entre 20mi e 30mi,1 ano ou menos,0,1
Colombia,antioquia,medellin,1,0,,0,,,1980-05-02 00:00:00,Friday,0,0,1,0,0,0,0,2.30660801533035,1,26176195,entre 20mi e 30mi,1 ano ou menos,1,1
Colombia,antioquia,medellin,1,0,,0,,,1980-05-02 00:00:00,Friday,0,0,1,0,0,0,0,2.30660801533035,1,26176195,entre 20mi e 30mi,1 ano ou menos,1,1
Colombia,antioquia,medellin,1,0,,0,,,1980-05-02 00:00:00,Friday,0,0,1,0,0,0,0,2.30660801533035,1,26176195,entre 20mi e 30mi,1 ano ou menos,1,1
Colombia,antioquia,turbo,0,2,,0,,,1980-05-29 00:00:00,Thursday,0,0,0,3801,17,27,0,2.30660801533035,1,26176195,entre 20mi e 30mi,10 anos ou mais,0,0
Colombia,antioquia,medellin,0,1,,0,,,1980-06-12 00:00:00,Thursday,0,0,1,41,3,14,0,2.30660801533035,1,26176195,entre 20mi e 30mi,1 ano ou menos,0,0
Colombia,antioquia,medellin,1,0,,0,,,1980-06-12 00:00:00,Thursday,0,0,1,0,0,0,0,2.30660801533035,1,26176195,entre 20mi e 30mi,1 ano ou menos,1,1
Colombia,antioquia,medellin,1,0,,0,,,1980-06-12 00:00:00,Thursday,0,0,1,0,0,0,0,2.30660801533035,1,26176195,entre 20mi e 30mi,1 ano ou menos,1,1
Colombia,antioquia,medellin,1,0,,0,,,1980-06-12 00:00:00,Thursday,0,0,1,0,0,0,0,2.30660801533035,1,26176195,entre 20mi e 30mi,1 ano ou menos,1,1
Colombia,antioquia,medellin,1,0,,0,,,1980-06-12 00:00:00,Thursday,0,0,1,0,0,0,0,2.30660801533035,1,26176195,entre 20mi e 30mi,1 ano ou menos,1,1
Colombia,antioquia,medellin,1,0,,0,,,1980-06-12 00:00:00,Thursday,0,0,1,0,0,0,0,2.30660801533035,1,26176195,entre 20mi e 30mi,1 ano ou menos,1,1
Colombia,antioquia,medellin,1,0,,0,,,1980-06-12 00:00:00,Thursday,0,0,1,0,0,0,0,2.30660801533035,1,26176195,entre 20mi e 30mi,1 ano ou menos,1,1
Colombia,antioquia,medellin,1,0,,0,,,1980-06-12 00:00:00,Thursday,0,0,1,0,0,0,0,2.30660801533035,1,26176195,entre 20mi e 30mi,1 ano ou menos,1,1
Colombia,antioquia,medellin,1,0,,0,,,1980-06-12 00:00:00,Thursday,0,0,1,0,0,0,0,2.30660801533035,1,26176195,entre 20mi e 30mi,1 ano ou menos,1,1
Colombia,antioquia,medellin,1,0,,0,,,1980-06-12 00:00:00,Thursday,0,0,1,0,0,0,0,2.30660801533035,1,26176195,entre 20mi e 30mi,1 ano ou menos,1,1
Colombia,antioquia,medellin,1,0,,0,,,1980-06-12 00:00:00,Thursday,0,0,1,0,0,0,0,2.30660801533035,1,26176195,entre 20mi e 30mi,1 ano ou menos,1,1
Colombia,antioquia,medellin,1,0,,0,,,1980-06-12 00:00:00,Thursday,0,0,1,0,0,0,0,2.30660801533035,1,26176195,entre 20mi e 30mi,1 ano ou menos,1,1
Colombia,antioquia,medellin,1,0,,0,,,1980-06-12 00:00:00,Thursday,0,0,1,0,0,0,0,2.30660801533035,1,26176195,entre 20mi e 30mi,1 ano ou menos,1,1
Colombia,antioquia,medellin,1,0,,0,,,1980-06-12 00:00:00,Thursday,0,0,1,0,0,0,0,2.30660801533035,1,26176195,entre 20mi e 30mi,1 ano ou menos,1,1
Colombia,antioquia,medellin,1,0,,0,,,1980-06-12 00:00:00,Thursday,0,0,1,0,0,0,0,2.30660801533035,1,26176195,entre 20mi e 30mi,1 ano ou menos,1,1
Colombia,antioquia,medellin,1,0,,0,,,1980-06-12 00:00:00,Thursday,0,0,1,0,0,0,0,2.30660801533035,1,26176195,entre 20mi e 30mi,1 ano ou menos,1,1
Colombia,antioquia,medellin,1,0,,0,,,1980-06-12 00:00:00,Thursday,0,0,1,0,0,0,0,2.30660801533035,1,26176195,entre 20mi e 30mi,1 ano ou menos,1,1
Colombia,antioquia,medellin,1,0,,0,,,1980-06-12 00:00:00,Thursday,0,0,1,0,0,0,0,2.30660801533035,1,26176195,entre 20mi e 30mi,1 ano ou menos,1,1
Colombia,antioquia,medellin,0,0,,0,,,1980-07-02 00:00:00,Wednesday,0,0,1,20,12,20,0,2.30660801533035,1,26176195,entre 20mi e 30mi,1 ano ou menos,0,0
Colombia,antioquia,medellin,1,0,0,0,,,1980-07-09 00:00:00,Wednesday,0,0,1,7,7,7,0,2.30660801533035,1,26176195,entre 20mi e 30mi,1 ano ou menos,0,0
